"POINT_ID","coarse","clay","silt","sand","pH_in_H2O","pH_in_CaCl","OC","CaCO3","N","P","K","CEC","Notes","sample_ID","GPS_LAT","GPS_LONG","X","Y"
"44042690.00","35",7,20,72,6.82,6.44,133.3,52,6.1,29.6,116.2,55.7,NA,"204",47.31815,11.09741,11.09741,47.31815
"43962686.00","2",12,46,42,7.69,7.28,31.4,91,3.2,12.4,46.3,16.7,NA,"205",47.28307,10.99066,10.99066,47.28307
"43802684.00","15",23,48,29,6.95,6.91,135.7,200,11.5,32.3,47.7,56.5,NA,"206",47.2668,10.77904,10.77904,47.2668
"43702704.00","43",44,44,12,7.01,6.82,144.7,107,9,14.3,140.4,59.2,NA,"207",47.44769,10.64924,10.64924,47.44769
"43182690.00","22",31,44,25,5.87,5.47,36.8,2,4,12,56.6,19.9,NA,"85",47.3236,9.96028,9.96028,47.3236
"43162706.00","10",27,45,28,4.82,4.34,22.6,0,2.4,10,61.6,12,NA,"86",47.46759,9.93373,9.93373,47.46759
"43122714.00","27",22,48,29,6.72,6.37,38.5,6,4.2,10.1,217.2,26.3,NA,"76",47.53955,9.88052,9.88052,47.53955
"43122708.00","26",41,48,10,7.32,6.85,25.3,57,2.4,0,162.2,33.9,NA,"84",47.48558,9.88063,9.88063,47.48558
"43122702.00","36",30,44,26,5.61,5.11,32.9,0,3.5,20.3,151.8,17.7,NA,"92",47.43153,9.88083,9.88083,47.43153
"43122696.00","8",54,42,4,6.37,6.04,51.3,5,3.1,0,96.7,24.5,NA,"83",47.37762,9.88103,9.88103,47.37762
"43062670.00","8",24,64,12,3.74,3.26,105.9,0,6.2,0,96.2,14.6,NA,"71",47.1434,9.80246,9.80246,47.1434
"43022714.00","8",23,39,38,6.95,6.67,40.4,8,4.4,84.8,70.8,25.2,NA,"79",47.53933,9.7478,9.7478,47.53933
"43022704.00","39",11,24,65,4.52,4,41.7,0,2.7,11.8,102.2,8,NA,"77",47.44873,9.7487,9.7487,47.44873
"43022698.00","40",11,28,61,3.57,2.9,106.7,0,4.5,77.1,103.5,11.2,"many stones","75",47.39535,9.7485,9.7485,47.39535
"43002704.00","10",21,67,13,7.51,7.09,27.2,189,2.5,0,74.9,24.3,NA,"78",47.44927,9.72177,9.72177,47.44927
"42982676.00","12",33,42,25,4.06,3.43,27.4,0,1.8,0,69.8,14.7,NA,"70",47.19718,9.69669,9.69669,47.19718
"42962692.00","33",43,47,10,6.33,5.82,67.9,5,3.5,0,75,29,NA,"88",47.34109,9.66943,9.66943,47.34109
"42942690.00","9",26,56,17,5.78,5.25,36.4,0,3.9,11.1,51,18.4,NA,"82",47.323,9.64305,9.64305,47.323
"42942676.00","27",36,44,20,5.58,4.6,33.2,1,2.6,0,56.4,18.5,NA,"81",47.19698,9.64397,9.64397,47.19698
